ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2016-01-20,37.165893198237036,46.168523030798156,211.94193642820676,37.165893198237036,37.165893198237036,91.35666272488038,91.35666272488038,91.35666272488038,74.2457616,74.2457616,74.2457616,1.513250382764563,1.513250382764563,1.513250382764563,15.59765074211582,15.59765074211582,15.59765074211582,0.0,0.0,0.0,128.5225559231174
2016-01-21,37.35808413619185,35.189273349902486,202.5282930366445,37.35808413619185,37.35808413619185,82.1367364723949,82.1367364723949,82.1367364723949,74.2457616,74.2457616,74.2457616,-13.457859999993094,-13.457859999993094,-13.457859999993094,21.348834872388004,21.348834872388004,21.348834872388004,0.0,0.0,0.0,119.49482060858675
2016-01-22,37.550275074146626,49.659703536724095,219.27702143640926,37.550275074146626,37.550275074146626,100.11067254042538,100.11067254042538,100.11067254042538,74.2457616,74.2457616,74.2457616,-1.027365612834443,-1.027365612834443,-1.027365612834443,26.89227655325984,26.89227655325984,26.89227655325984,0.0,0.0,0.0,137.66094761457202
2016-01-23,37.74246601210144,112.0274045013993,272.89177615411836,37.74246601210144,37.74246601210144,157.47025787797665,157.47025787797665,157.47025787797665,74.2457616,74.2457616,74.2457616,51.1100445284791,51.1100445284791,51.1100445284791,32.11445174949753,32.11445174949753,32.11445174949753,0.0,0.0,0.0,195.21272389007808
2016-01-24,37.93465695005622,74.80843800906696,236.3096584222838,37.93465695005622,37.93465695005622,117.51245598807718,117.51245598807718,117.51245598807718,74.2457616,74.2457616,74.2457616,6.358811076188382,6.358811076188382,6.358811076188382,36.907883311888796,36.907883311888796,36.907883311888796,0.0,0.0,0.0,155.4471129381334
2016-01-25,38.12684788801102,50.25730346749745,219.30847873774346,38.12684788801102,38.12684788801102,94.13865738539458,94.13865738539458,94.13865738539458,74.2457616,74.2457616,74.2457616,-21.280444952506706,-21.280444952506706,-21.280444952506706,41.17334073790128,41.17334073790128,41.17334073790128,0.0,0.0,0.0,132.2655052734056
2016-01-26,38.386312418322504,52.342612064118654,211.65226884133057,38.386312418322504,38.386312418322504,95.85117947394475,95.85117947394475,95.85117947394475,74.2457616,74.2457616,74.2457616,-23.216435422201357,-23.216435422201357,-23.216435422201357,44.82185329614611,44.82185329614611,44.82185329614611,0.0,0.0,0.0,134.23749189226726
2016-01-27,38.64577694863399,77.78563549071318,245.63688395615486,38.64577694863399,38.64577694863399,123.5355082262089,123.5355082262089,123.5355082262089,74.2457616,74.2457616,74.2457616,1.5132503828118864,1.5132503828118864,1.5132503828118864,47.776496243397006,47.776496243397006,47.776496243397006,0.0,0.0,0.0,162.18128517484288
2016-01-28,38.90524147894547,70.02952174332974,238.73299869798376,38.90524147894547,38.90524147894547,110.7618167162327,110.7618167162327,110.7618167162327,74.2457616,74.2457616,74.2457616,-13.457859999983523,-13.457859999983523,-13.457859999983523,49.97391511621622,49.97391511621622,49.97391511621622,0.0,0.0,0.0,149.66705819517819
2016-01-29,39.16470600925695,77.48469391006661,244.21993424941607,39.16470600925695,39.16470600925695,124.5839549854118,124.5839549854118,124.5839549854118,74.2457616,74.2457616,74.2457616,-1.0273656127595423,-1.0273656127595423,-1.0273656127595423,51.36555899817134,51.36555899817134,51.36555899817134,0.0,0.0,0.0,163.74866099466874
2016-01-30,39.424170539568465,136.44629503704854,299.3048361539748,39.424170539568465,39.424170539568465,177.27440623656082,177.27440623656082,177.27440623656082,74.2457616,74.2457616,74.2457616,51.11004452847045,51.11004452847045,51.11004452847045,51.91860010809036,51.91860010809036,51.91860010809036,0.0,0.0,0.0,216.6985767761293
2016-01-31,39.68363506987995,90.75461907854326,255.5005442351675,39.68363506987995,39.68363506987995,132.22109655831764,132.22109655831764,132.22109655831764,74.2457616,74.2457616,74.2457616,6.358811076259963,6.358811076259963,6.358811076259963,51.6165238820577,51.6165238820577,51.6165238820577,0.0,0.0,0.0,171.9047316281976
2016-02-01,39.94309960019143,58.16220209874525,227.4101353964597,39.94309960019143,39.94309960019143,103.42469742632098,103.42469742632098,103.42469742632098,74.2457616,74.2457616,74.2457616,-21.280444952498105,-21.280444952498105,-21.280444952498105,50.45938077881909,50.45938077881909,50.45938077881909,0.0,0.0,0.0,143.3677970265124
2016-02-02,40.20256413050291,55.93661995107033,226.4537769772063,40.20256413050291,40.20256413050291,99.493024351912,99.493024351912,99.493024351912,74.2457616,74.2457616,74.2457616,-23.216435422166846,-23.216435422166846,-23.216435422166846,48.46369817407886,48.46369817407886,48.46369817407886,0.0,0.0,0.0,139.6955884824149
2016-02-03,40.462028660814426,73.02043931328873,247.80712931408868,40.462028660814426,40.462028660814426,121.42106975458547,121.42106975458547,121.42106975458547,74.2457616,74.2457616,74.2457616,1.513250382859209,1.513250382859209,1.513250382859209,45.66205777172627,45.66205777172627,45.66205777172627,0.0,0.0,0.0,161.8830984153999
2016-02-04,40.72149319112591,62.680394885760954,233.37334661488597,40.72149319112591,40.72149319112591,102.89025240309823,102.89025240309823,102.89025240309823,74.2457616,74.2457616,74.2457616,-13.457859999973953,-13.457859999973953,-13.457859999973953,42.102350803072184,42.102350803072184,42.102350803072184,0.0,0.0,0.0,143.61174559422415
2016-02-05,40.980957721437385,69.9731649695378,237.02361765512245,40.980957721437385,40.980957721437385,111.0651257573117,111.0651257573117,111.0651257573117,74.2457616,74.2457616,74.2457616,-1.0273656130291016,-1.0273656130291016,-1.0273656130291016,37.84672977034081,37.84672977034081,37.84672977034081,0.0,0.0,0.0,152.0460834787491
2016-02-06,41.24042225174887,117.0483147131788,284.22306756339583,41.24042225174887,41.24042225174887,158.32608761727283,158.32608761727283,158.32608761727283,74.2457616,74.2457616,74.2457616,51.11004452848637,51.11004452848637,51.11004452848637,32.97028148878646,32.97028148878646,32.97028148878646,0.0,0.0,0.0,199.5665098690217
2016-02-07,41.49988678206035,70.52586287416948,234.18104845569547,41.49988678206035,41.49988678206035,108.16402425515646,108.16402425515646,108.16402425515646,74.2457616,74.2457616,74.2457616,6.358811076219859,6.358811076219859,6.358811076219859,27.5594515789366,27.5594515789366,27.5594515789366,0.0,0.0,0.0,149.66391103721682
2016-02-08,41.75935131237186,26.916855236368836,195.26757954247282,41.75935131237186,41.75935131237186,74.67557190098557,74.67557190098557,74.67557190098557,74.2457616,74.2457616,74.2457616,-21.28044495251825,-21.28044495251825,-21.28044495251825,21.710255253503828,21.710255253503828,21.710255253503828,0.0,0.0,0.0,116.43492321335744
2016-02-09,42.018815842683345,24.52964918830802,196.50365853450558,42.018815842683345,42.018815842683345,66.55563932971573,66.55563932971573,66.55563932971573,74.2457616,74.2457616,74.2457616,-23.216435422185235,-23.216435422185235,-23.216435422185235,15.526313151900975,15.526313151900975,15.526313151900975,0.0,0.0,0.0,108.57445517239907
2016-02-10,42.27828037299483,38.522040896218535,216.02366538048636,42.27828037299483,42.27828037299483,84.87576601276939,84.87576601276939,84.87576601276939,74.2457616,74.2457616,74.2457616,1.5132503828512451,1.5132503828512451,1.5132503828512451,9.116754029918148,9.116754029918148,9.116754029918148,0.0,0.0,0.0,127.15404638576422
2016-02-11,42.53774490330631,24.208322176847027,190.80434387706453,42.53774490330631,42.53774490330631,63.38192986914963,63.38192986914963,63.38192986914963,74.2457616,74.2457616,74.2457616,-13.457859999948687,-13.457859999948687,-13.457859999948687,2.5940282690983176,2.5940282690983176,2.5940282690983176,0.0,0.0,0.0,105.91967477245595
2016-02-12,42.797209433617795,34.200371217088744,196.08143820685817,42.797209433617795,42.797209433617795,69.29007338572919,69.29007338572919,69.29007338572919,74.2457616,74.2457616,74.2457616,-1.027365612954197,-1.027365612954197,-1.027365612954197,-3.9283226013166206,-3.9283226013166206,-3.9283226013166206,0.0,0.0,0.0,112.08728281934698
2016-02-13,43.056673963929306,73.99081743248537,241.82405936879715,43.056673963929306,43.056673963929306,115.0179112468134,115.0179112468134,115.0179112468134,74.2457616,74.2457616,74.2457616,51.1100445285023,51.1100445285023,51.1100445285023,-10.337894881688884,-10.337894881688884,-10.337894881688884,0.0,0.0,0.0,158.0745852107427
2016-02-14,43.31613849424079,26.90679173125696,190.98432268450736,43.31613849424079,43.31613849424079,64.07896735588137,64.07896735588137,64.07896735588137,74.2457616,74.2457616,74.2457616,6.358811076179759,6.358811076179759,6.358811076179759,-16.52560532029837,-16.52560532029837,-16.52560532029837,0.0,0.0,0.0,107.39510585012216
2016-02-15,43.57560302455227,-10.274489656764768,159.7851200097513,43.57560302455227,43.57560302455227,30.577532608174618,30.577532608174618,30.577532608174618,74.2457616,74.2457616,74.2457616,-21.280444952538392,-21.280444952538392,-21.280444952538392,-22.38778403928698,-22.38778403928698,-22.38778403928698,0.0,0.0,0.0,74.15313563272689
2016-02-16,43.835067554863755,-16.167734828660866,157.41578164713644,43.835067554863755,43.835067554863755,23.20118937097151,23.20118937097151,23.20118937097151,74.2457616,74.2457616,74.2457616,-23.216435422159694,-23.216435422159694,-23.216435422159694,-27.82813680686879,-27.82813680686879,-27.82813680686879,0.0,0.0,0.0,67.03625692583526
2016-02-17,44.09453208517524,-0.7585250253482613,169.09177195390825,44.09453208517524,44.09453208517524,42.99947312943326,42.99947312943326,42.99947312943326,74.2457616,74.2457616,74.2457616,1.513250382831984,1.513250382831984,1.513250382831984,-32.759538853398716,-32.759538853398716,-32.759538853398716,0.0,0.0,0.0,87.0940052146085
2016-02-18,44.35399661548675,-12.868719715351249,150.33361047036882,44.35399661548675,44.35399661548675,23.682275304158818,23.682275304158818,23.682275304158818,74.2457616,74.2457616,74.2457616,-13.457860000006194,-13.457860000006194,-13.457860000006194,-37.10562629583498,-37.10562629583498,-37.10562629583498,0.0,0.0,0.0,68.03627191964557
